sat,channel,Unnamed: 0,epoch,snr
G09,1C,22696,2024-05-10 18:19:40,47.875
G17,1C,22700,2024-05-10 18:19:40,45.938
G19,1C,22704,2024-05-10 18:19:40,44.25
G21,1C,22708,2024-05-10 18:19:40,42.313
G31,1C,22712,2024-05-10 18:19:40,41.0
E04,1C,23571,2024-05-10 18:19:50,52.313
E10,1C,23575,2024-05-10 18:19:50,52.438
E11,1C,23579,2024-05-10 18:19:50,49.688
E12,1C,23583,2024-05-10 18:19:50,50.813
E19,1C,23587,2024-05-10 18:19:50,49.125
E33,1C,23591,2024-05-10 18:19:50,44.25
G02,1C,23511,2024-05-10 18:19:50,47.25
G03,1C,23515,2024-05-10 18:19:50,49.875
G04,1C,23519,2024-05-10 18:19:50,50.625
G06,1C,23523,2024-05-10 18:19:50,39.813
G09,1C,23527,2024-05-10 18:19:50,48.0
G17,1C,23531,2024-05-10 18:19:50,46.0
G19,1C,23535,2024-05-10 18:19:50,44.5
G21,1C,23539,2024-05-10 18:19:50,42.375
G31,1C,23543,2024-05-10 18:19:50,41.188
E04,1C,24411,2024-05-10 18:20:00,52.313
E10,1C,24415,2024-05-10 18:20:00,52.438
E11,1C,24419,2024-05-10 18:20:00,49.688
E12,1C,24423,2024-05-10 18:20:00,50.813
E19,1C,24427,2024-05-10 18:20:00,49.0
E33,1C,24431,2024-05-10 18:20:00,44.5
G02,1C,24351,2024-05-10 18:20:00,47.188
G03,1C,24355,2024-05-10 18:20:00,49.875
G04,1C,24359,2024-05-10 18:20:00,50.625
G06,1C,24363,2024-05-10 18:20:00,39.75
G09,1C,24367,2024-05-10 18:20:00,47.938
G17,1C,24371,2024-05-10 18:20:00,46.0
G19,1C,24375,2024-05-10 18:20:00,44.438
G21,1C,24379,2024-05-10 18:20:00,42.313
G31,1C,24383,2024-05-10 18:20:00,41.563
E04,1C,25251,2024-05-10 18:20:10,52.313
E10,1C,25255,2024-05-10 18:20:10,52.438
E11,1C,25259,2024-05-10 18:20:10,49.75
E12,1C,25263,2024-05-10 18:20:10,50.813
E19,1C,25267,2024-05-10 18:20:10,49.063
E33,1C,25271,2024-05-10 18:20:10,44.125
G02,1C,25191,2024-05-10 18:20:10,47.25
G03,1C,25195,2024-05-10 18:20:10,49.875
G04,1C,25199,2024-05-10 18:20:10,50.625
G06,1C,25203,2024-05-10 18:20:10,39.875
G09,1C,25207,2024-05-10 18:20:10,48.063
G17,1C,25211,2024-05-10 18:20:10,45.938
G19,1C,25215,2024-05-10 18:20:10,44.625
G21,1C,25219,2024-05-10 18:20:10,42.375
G31,1C,25223,2024-05-10 18:20:10,41.313
E04,1C,26091,2024-05-10 18:20:20,52.313
E10,1C,26095,2024-05-10 18:20:20,52.438
E11,1C,26099,2024-05-10 18:20:20,49.688
E12,1C,26103,2024-05-10 18:20:20,50.75
E19,1C,26107,2024-05-10 18:20:20,49.0
E33,1C,26111,2024-05-10 18:20:20,44.188
G02,1C,26031,2024-05-10 18:20:20,47.063
G03,1C,26035,2024-05-10 18:20:20,49.875
G04,1C,26039,2024-05-10 18:20:20,50.625
G06,1C,26043,2024-05-10 18:20:20,39.875
G09,1C,26047,2024-05-10 18:20:20,47.938
G17,1C,26051,2024-05-10 18:20:20,45.875
G19,1C,26055,2024-05-10 18:20:20,44.5
G21,1C,26059,2024-05-10 18:20:20,42.25
G31,1C,26063,2024-05-10 18:20:20,41.063
E04,1C,26931,2024-05-10 18:20:30,52.375
E10,1C,26935,2024-05-10 18:20:30,52.5
E11,1C,26939,2024-05-10 18:20:30,49.75
E12,1C,26943,2024-05-10 18:20:30,50.813
E19,1C,26947,2024-05-10 18:20:30,49.063
E33,1C,26951,2024-05-10 18:20:30,44.375
G02,1C,26871,2024-05-10 18:20:30,47.188
G03,1C,26875,2024-05-10 18:20:30,49.875
G04,1C,26879,2024-05-10 18:20:30,50.625
G06,1C,26883,2024-05-10 18:20:30,39.813
G09,1C,26887,2024-05-10 18:20:30,47.875
G17,1C,26891,2024-05-10 18:20:30,45.938
G19,1C,26895,2024-05-10 18:20:30,44.375
G21,1C,26899,2024-05-10 18:20:30,42.375
G31,1C,26903,2024-05-10 18:20:30,41.125
E04,1C,27771,2024-05-10 18:20:40,52.375
E10,1C,27775,2024-05-10 18:20:40,52.5
E11,1C,27779,2024-05-10 18:20:40,49.813
E12,1C,27783,2024-05-10 18:20:40,50.813
E19,1C,27787,2024-05-10 18:20:40,49.0
E33,1C,27791,2024-05-10 18:20:40,44.25
G02,1C,27711,2024-05-10 18:20:40,47.125
G03,1C,27715,2024-05-10 18:20:40,49.875
G04,1C,27719,2024-05-10 18:20:40,50.625
G06,1C,27723,2024-05-10 18:20:40,40.125
G09,1C,27727,2024-05-10 18:20:40,48.0
G17,1C,27731,2024-05-10 18:20:40,46.0
G19,1C,27735,2024-05-10 18:20:40,44.375
G21,1C,27739,2024-05-10 18:20:40,42.313
G31,1C,27743,2024-05-10 18:20:40,41.25
E04,1C,28611,2024-05-10 18:20:50,52.375
E10,1C,28615,2024-05-10 18:20:50,52.563
E11,1C,28619,2024-05-10 18:20:50,49.875
E12,1C,28623,2024-05-10 18:20:50,50.875
E19,1C,28627,2024-05-10 18:20:50,49.125
E33,1C,28631,2024-05-10 18:20:50,44.188
G02,1C,28551,2024-05-10 18:20:50,47.25
G03,1C,28555,2024-05-10 18:20:50,49.938
G04,1C,28559,2024-05-10 18:20:50,50.688
G06,1C,28563,2024-05-10 18:20:50,39.938
G09,1C,28567,2024-05-10 18:20:50,48.125
G17,1C,28571,2024-05-10 18:20:50,46.125
G19,1C,28575,2024-05-10 18:20:50,44.625
G21,1C,28579,2024-05-10 18:20:50,42.188
G31,1C,28583,2024-05-10 18:20:50,41.188
E04,1C,29451,2024-05-10 18:21:00,52.375
E10,1C,29455,2024-05-10 18:21:00,52.563
E11,1C,29459,2024-05-10 18:21:00,49.875
E12,1C,29463,2024-05-10 18:21:00,50.813
E19,1C,29467,2024-05-10 18:21:00,49.063
E33,1C,29471,2024-05-10 18:21:00,44.25
G02,1C,29391,2024-05-10 18:21:00,47.188
G03,1C,29395,2024-05-10 18:21:00,49.875
G04,1C,29399,2024-05-10 18:21:00,50.625
G06,1C,29403,2024-05-10 18:21:00,40.25
G09,1C,29407,2024-05-10 18:21:00,48.063
G17,1C,29411,2024-05-10 18:21:00,46.0
G19,1C,29415,2024-05-10 18:21:00,44.5
G21,1C,29419,2024-05-10 18:21:00,41.938
G31,1C,29423,2024-05-10 18:21:00,41.188
E04,1C,30291,2024-05-10 18:21:10,52.375
E10,1C,30295,2024-05-10 18:21:10,52.563
E11,1C,30299,2024-05-10 18:21:10,49.875
E12,1C,30303,2024-05-10 18:21:10,50.813
E19,1C,30307,2024-05-10 18:21:10,48.938
E33,1C,30311,2024-05-10 18:21:10,44.5
G02,1C,30231,2024-05-10 18:21:10,47.125
G03,1C,30235,2024-05-10 18:21:10,49.875
G04,1C,30239,2024-05-10 18:21:10,50.625
G06,1C,30243,2024-05-10 18:21:10,39.938
G09,1C,30247,2024-05-10 18:21:10,48.063
G17,1C,30251,2024-05-10 18:21:10,45.938
G19,1C,30255,2024-05-10 18:21:10,44.375
G21,1C,30259,2024-05-10 18:21:10,41.75
G31,1C,30263,2024-05-10 18:21:10,41.188
E04,1C,31131,2024-05-10 18:21:20,52.313
E10,1C,31135,2024-05-10 18:21:20,52.438
E11,1C,31139,2024-05-10 18:21:20,49.813
E12,1C,31143,2024-05-10 18:21:20,50.75
E19,1C,31147,2024-05-10 18:21:20,48.875
E33,1C,31151,2024-05-10 18:21:20,44.063
G02,1C,31071,2024-05-10 18:21:20,47.125
G03,1C,31075,2024-05-10 18:21:20,49.813
G04,1C,31079,2024-05-10 18:21:20,50.563
G06,1C,31083,2024-05-10 18:21:20,40.125
G09,1C,31087,2024-05-10 18:21:20,47.938
G17,1C,31091,2024-05-10 18:21:20,45.875
G19,1C,31095,2024-05-10 18:21:20,44.375
G21,1C,31099,2024-05-10 18:21:20,41.625
G31,1C,31103,2024-05-10 18:21:20,41.063
E04,1C,31971,2024-05-10 18:21:30,52.375
E10,1C,31975,2024-05-10 18:21:30,52.5
E11,1C,31979,2024-05-10 18:21:30,49.813
E12,1C,31983,2024-05-10 18:21:30,50.813
E19,1C,31987,2024-05-10 18:21:30,49.0
E33,1C,31991,2024-05-10 18:21:30,44.125
G02,1C,31911,2024-05-10 18:21:30,47.188
G03,1C,31915,2024-05-10 18:21:30,49.875
G04,1C,31919,2024-05-10 18:21:30,50.563
G06,1C,31923,2024-05-10 18:21:30,40.063
G09,1C,31927,2024-05-10 18:21:30,48.063
G17,1C,31931,2024-05-10 18:21:30,45.875
G19,1C,31935,2024-05-10 18:21:30,44.375
G21,1C,31939,2024-05-10 18:21:30,41.875
G31,1C,31943,2024-05-10 18:21:30,41.125
E04,1C,32799,2024-05-10 18:21:40,52.375
E10,1C,32803,2024-05-10 18:21:40,52.438
E11,1C,32807,2024-05-10 18:21:40,49.688
E12,1C,32811,2024-05-10 18:21:40,50.813
E19,1C,32815,2024-05-10 18:21:40,48.875
G02,1C,32739,2024-05-10 18:21:40,47.063
G03,1C,32743,2024-05-10 18:21:40,49.813
G04,1C,32747,2024-05-10 18:21:40,50.563
G06,1C,32751,2024-05-10 18:21:40,40.5
G09,1C,32755,2024-05-10 18:21:40,48.0
G17,1C,32759,2024-05-10 18:21:40,45.875
G19,1C,32763,2024-05-10 18:21:40,44.375
G21,1C,32767,2024-05-10 18:21:40,41.688
G31,1C,32771,2024-05-10 18:21:40,41.125
E04,1C,33599,2024-05-10 18:21:50,52.375
E09,1C,34243,2024-05-10 18:21:50,45.063
E10,1C,33603,2024-05-10 18:21:50,52.438
E11,1C,33607,2024-05-10 18:21:50,49.813
E12,1C,33611,2024-05-10 18:21:50,50.75
E19,1C,33615,2024-05-10 18:21:50,48.875
G02,1C,33539,2024-05-10 18:21:50,47.125
G03,1C,33543,2024-05-10 18:21:50,49.875
G04,1C,33547,2024-05-10 18:21:50,50.563
G06,1C,33551,2024-05-10 18:21:50,40.375
G09,1C,33555,2024-05-10 18:21:50,48.0
G17,1C,33559,2024-05-10 18:21:50,45.875
G19,1C,33563,2024-05-10 18:21:50,44.25
G21,1C,33567,2024-05-10 18:21:50,41.688
G31,1C,33571,2024-05-10 18:21:50,41.375
E04,1C,34407,2024-05-10 18:22:00,52.375
E09,1C,34411,2024-05-10 18:22:00,45.188
E10,1C,34415,2024-05-10 18:22:00,52.563
E11,1C,34419,2024-05-10 18:22:00,49.875
E12,1C,34423,2024-05-10 18:22:00,50.813
E19,1C,34427,2024-05-10 18:22:00,49.0
G02,1C,34347,2024-05-10 18:22:00,47.125
G03,1C,34351,2024-05-10 18:22:00,49.938
G04,1C,34355,2024-05-10 18:22:00,50.625
G06,1C,34359,2024-05-10 18:22:00,40.813
G09,1C,34363,2024-05-10 18:22:00,48.125
G17,1C,34367,2024-05-10 18:22:00,46.063
G19,1C,34371,2024-05-10 18:22:00,44.375
G21,1C,34375,2024-05-10 18:22:00,42.063
G31,1C,34379,2024-05-10 18:22:00,40.813
E04,1C,35247,2024-05-10 18:22:10,52.375
E09,1C,35251,2024-05-10 18:22:10,45.375
E10,1C,35255,2024-05-10 18:22:10,52.625
E11,1C,35259,2024-05-10 18:22:10,49.875
E12,1C,35263,2024-05-10 18:22:10,50.875
E19,1C,35267,2024-05-10 18:22:10,48.938
G02,1C,35187,2024-05-10 18:22:10,47.25
G03,1C,35191,2024-05-10 18:22:10,49.875
G04,1C,35195,2024-05-10 18:22:10,50.625
G06,1C,35199,2024-05-10 18:22:10,40.688
G09,1C,35203,2024-05-10 18:22:10,48.375
G17,1C,35207,2024-05-10 18:22:10,46.063
G19,1C,35211,2024-05-10 18:22:10,44.625
G21,1C,35215,2024-05-10 18:22:10,42.188
G31,1C,35219,2024-05-10 18:22:10,41.375
E04,1C,36087,2024-05-10 18:22:20,52.375
E09,1C,36091,2024-05-10 18:22:20,45.188
E10,1C,36095,2024-05-10 18:22:20,52.563
E11,1C,36099,2024-05-10 18:22:20,49.875
E12,1C,36103,2024-05-10 18:22:20,50.875
E19,1C,36107,2024-05-10 18:22:20,49.063
G02,1C,36027,2024-05-10 18:22:20,47.125
G03,1C,36031,2024-05-10 18:22:20,49.938
G04,1C,36035,2024-05-10 18:22:20,50.625
G06,1C,36039,2024-05-10 18:22:20,40.813
G09,1C,36043,2024-05-10 18:22:20,48.375
G17,1C,36047,2024-05-10 18:22:20,46.0
G19,1C,36051,2024-05-10 18:22:20,44.688
G21,1C,36055,2024-05-10 18:22:20,42.0
G31,1C,36059,2024-05-10 18:22:20,41.313
E04,1C,36927,2024-05-10 18:22:30,52.375
E09,1C,36931,2024-05-10 18:22:30,45.375
E10,1C,36935,2024-05-10 18:22:30,52.563
E11,1C,36939,2024-05-10 18:22:30,49.813
E12,1C,36943,2024-05-10 18:22:30,50.75
E19,1C,36947,2024-05-10 18:22:30,48.938
G02,1C,36867,2024-05-10 18:22:30,47.0
G03,1C,36871,2024-05-10 18:22:30,49.813
G04,1C,36875,2024-05-10 18:22:30,50.625
G06,1C,36879,2024-05-10 18:22:30,40.813
G09,1C,36883,2024-05-10 18:22:30,48.125
G17,1C,36887,2024-05-10 18:22:30,45.875
G19,1C,36891,2024-05-10 18:22:30,44.313
G21,1C,36895,2024-05-10 18:22:30,41.875
G31,1C,36899,2024-05-10 18:22:30,41.125
E04,1C,37767,2024-05-10 18:22:40,52.313
E09,1C,37771,2024-05-10 18:22:40,45.25
E10,1C,37775,2024-05-10 18:22:40,52.438
E11,1C,37779,2024-05-10 18:22:40,49.75
E12,1C,37783,2024-05-10 18:22:40,50.688
E19,1C,37787,2024-05-10 18:22:40,48.75
G02,1C,37707,2024-05-10 18:22:40,46.875
G03,1C,37711,2024-05-10 18:22:40,49.75
G04,1C,37715,2024-05-10 18:22:40,50.563
G06,1C,37719,2024-05-10 18:22:40,40.875
G09,1C,37723,2024-05-10 18:22:40,48.063
G17,1C,37727,2024-05-10 18:22:40,45.75
G19,1C,37731,2024-05-10 18:22:40,44.188
G21,1C,37735,2024-05-10 18:22:40,41.688
G31,1C,37739,2024-05-10 18:22:40,41.0
E04,1C,38607,2024-05-10 18:22:50,52.313
E09,1C,38611,2024-05-10 18:22:50,45.313
E10,1C,38615,2024-05-10 18:22:50,52.438
E11,1C,38619,2024-05-10 18:22:50,49.75
E12,1C,38623,2024-05-10 18:22:50,50.688
E19,1C,38627,2024-05-10 18:22:50,48.813
G02,1C,38547,2024-05-10 18:22:50,46.875
G03,1C,38551,2024-05-10 18:22:50,49.75
G04,1C,38555,2024-05-10 18:22:50,50.563
G06,1C,38559,2024-05-10 18:22:50,41.0
G09,1C,38563,2024-05-10 18:22:50,48.063
G17,1C,38567,2024-05-10 18:22:50,45.875
G19,1C,38571,2024-05-10 18:22:50,44.125
G21,1C,38575,2024-05-10 18:22:50,41.5
G31,1C,38579,2024-05-10 18:22:50,41.188
E04,1C,39447,2024-05-10 18:23:00,52.313
E09,1C,39451,2024-05-10 18:23:00,45.313
E10,1C,39455,2024-05-10 18:23:00,52.563
E11,1C,39459,2024-05-10 18:23:00,49.813
E12,1C,39463,2024-05-10 18:23:00,50.75
E19,1C,39467,2024-05-10 18:23:00,48.875
G02,1C,39387,2024-05-10 18:23:00,47.0
G03,1C,39391,2024-05-10 18:23:00,49.813
G04,1C,39395,2024-05-10 18:23:00,50.625
G06,1C,39399,2024-05-10 18:23:00,40.875
G09,1C,39403,2024-05-10 18:23:00,48.25
G17,1C,39407,2024-05-10 18:23:00,45.938
G19,1C,39411,2024-05-10 18:23:00,44.25
G21,1C,39415,2024-05-10 18:23:00,41.625
G31,1C,39419,2024-05-10 18:23:00,41.25
E04,1C,40251,2024-05-10 18:23:10,52.375
E10,1C,40255,2024-05-10 18:23:10,52.625
E11,1C,40259,2024-05-10 18:23:10,49.875
E12,1C,40263,2024-05-10 18:23:10,50.875
E19,1C,40267,2024-05-10 18:23:10,48.938
G02,1C,40191,2024-05-10 18:23:10,47.063
G03,1C,40195,2024-05-10 18:23:10,49.875
G04,1C,40199,2024-05-10 18:23:10,50.688
G06,1C,40203,2024-05-10 18:23:10,41.375
G09,1C,40207,2024-05-10 18:23:10,48.375
G17,1C,40211,2024-05-10 18:23:10,46.063
G19,1C,40215,2024-05-10 18:23:10,44.375
G21,1C,40219,2024-05-10 18:23:10,41.938
G31,1C,40223,2024-05-10 18:23:10,40.938
E04,1C,41051,2024-05-10 18:23:20,52.375
E10,1C,41055,2024-05-10 18:23:20,52.625
E11,1C,41059,2024-05-10 18:23:20,49.875
E12,1C,41063,2024-05-10 18:23:20,50.875
E19,1C,41067,2024-05-10 18:23:20,48.938
G02,1C,40991,2024-05-10 18:23:20,47.063
G03,1C,40995,2024-05-10 18:23:20,49.813
G04,1C,40999,2024-05-10 18:23:20,50.625
G06,1C,41003,2024-05-10 18:23:20,41.375
G09,1C,41007,2024-05-10 18:23:20,48.375
G17,1C,41011,2024-05-10 18:23:20,46.0
G19,1C,41015,2024-05-10 18:23:20,44.563
G21,1C,41019,2024-05-10 18:23:20,41.625
G31,1C,41023,2024-05-10 18:23:20,41.125
E04,1C,41851,2024-05-10 18:23:30,52.375
E10,1C,41855,2024-05-10 18:23:30,52.563
E11,1C,41859,2024-05-10 18:23:30,49.813
E12,1C,41863,2024-05-10 18:23:30,50.813
E19,1C,41867,2024-05-10 18:23:30,48.938
G02,1C,41791,2024-05-10 18:23:30,47.0
G03,1C,41795,2024-05-10 18:23:30,49.813
G04,1C,41799,2024-05-10 18:23:30,50.625
G06,1C,41803,2024-05-10 18:23:30,41.313
G09,1C,41807,2024-05-10 18:23:30,48.25
G17,1C,41811,2024-05-10 18:23:30,45.875
G19,1C,41815,2024-05-10 18:23:30,44.25
G21,1C,41819,2024-05-10 18:23:30,42.5
G31,1C,41823,2024-05-10 18:23:30,40.75
E04,1C,42651,2024-05-10 18:23:40,52.313
E10,1C,42655,2024-05-10 18:23:40,52.563
E11,1C,42659,2024-05-10 18:23:40,49.688
E12,1C,42663,2024-05-10 18:23:40,50.75
E19,1C,42667,2024-05-10 18:23:40,48.875
G02,1C,42591,2024-05-10 18:23:40,46.875
G03,1C,42595,2024-05-10 18:23:40,49.688
G04,1C,42599,2024-05-10 18:23:40,50.625
G06,1C,42603,2024-05-10 18:23:40,41.188
G09,1C,42607,2024-05-10 18:23:40,48.25
G17,1C,42611,2024-05-10 18:23:40,45.813
G19,1C,42615,2024-05-10 18:23:40,44.25
G21,1C,42619,2024-05-10 18:23:40,42.75
G31,1C,42623,2024-05-10 18:23:40,40.875
E04,1C,43451,2024-05-10 18:23:50,52.375
E10,1C,43455,2024-05-10 18:23:50,52.563
E11,1C,43459,2024-05-10 18:23:50,49.875
E12,1C,43463,2024-05-10 18:23:50,50.875
E19,1C,43467,2024-05-10 18:23:50,48.938
G02,1C,43391,2024-05-10 18:23:50,47.063
G03,1C,43395,2024-05-10 18:23:50,49.875
G04,1C,43399,2024-05-10 18:23:50,50.625
G06,1C,43403,2024-05-10 18:23:50,41.375
G09,1C,43407,2024-05-10 18:23:50,48.375
G17,1C,43411,2024-05-10 18:23:50,45.938
G19,1C,43415,2024-05-10 18:23:50,44.313
G21,1C,43419,2024-05-10 18:23:50,45.188
G31,1C,43423,2024-05-10 18:23:50,41.063
E04,1C,44251,2024-05-10 18:24:00,52.313
E10,1C,44255,2024-05-10 18:24:00,52.563
E11,1C,44259,2024-05-10 18:24:00,49.813
E12,1C,44263,2024-05-10 18:24:00,50.75
E19,1C,44267,2024-05-10 18:24:00,48.875
G02,1C,44191,2024-05-10 18:24:00,46.875
G03,1C,44195,2024-05-10 18:24:00,49.813
G04,1C,44199,2024-05-10 18:24:00,50.625
G06,1C,44203,2024-05-10 18:24:00,41.313
G09,1C,44207,2024-05-10 18:24:00,48.313
G17,1C,44211,2024-05-10 18:24:00,45.75
G19,1C,44215,2024-05-10 18:24:00,44.25
G21,1C,44219,2024-05-10 18:24:00,38.875
G31,1C,44223,2024-05-10 18:24:00,41.063
E04,1C,45051,2024-05-10 18:24:10,52.375
E10,1C,45055,2024-05-10 18:24:10,52.563
E11,1C,45059,2024-05-10 18:24:10,49.875
E12,1C,45063,2024-05-10 18:24:10,50.875
E19,1C,45067,2024-05-10 18:24:10,49.0
G02,1C,44991,2024-05-10 18:24:10,46.938
G03,1C,44995,2024-05-10 18:24:10,49.875
G04,1C,44999,2024-05-10 18:24:10,50.625
G06,1C,45003,2024-05-10 18:24:10,41.5
G09,1C,45007,2024-05-10 18:24:10,48.438
G17,1C,45011,2024-05-10 18:24:10,45.938
G19,1C,45015,2024-05-10 18:24:10,44.375
G21,1C,45019,2024-05-10 18:24:10,40.563
G31,1C,45023,2024-05-10 18:24:10,41.188
E04,1C,45843,2024-05-10 18:24:20,52.313
E10,1C,45847,2024-05-10 18:24:20,52.5
E11,1C,45851,2024-05-10 18:24:20,49.813
E12,1C,45855,2024-05-10 18:24:20,50.75
E19,1C,45859,2024-05-10 18:24:20,48.813
G02,1C,45783,2024-05-10 18:24:20,46.75
G03,1C,45787,2024-05-10 18:24:20,49.688
G04,1C,45791,2024-05-10 18:24:20,50.563
G06,1C,45795,2024-05-10 18:24:20,41.375
G09,1C,45799,2024-05-10 18:24:20,48.313
G17,1C,45803,2024-05-10 18:24:20,45.875
G19,1C,45807,2024-05-10 18:24:20,44.25
G21,1C,45811,2024-05-10 18:24:20,37.125
G31,1C,45815,2024-05-10 18:24:20,40.938
E04,1C,46635,2024-05-10 18:24:30,52.25
E10,1C,46639,2024-05-10 18:24:30,52.375
E11,1C,46643,2024-05-10 18:24:30,49.688
E12,1C,46647,2024-05-10 18:24:30,50.625
E19,1C,46651,2024-05-10 18:24:30,48.688
E33,1C,46963,2024-05-10 18:24:30,37.125
G02,1C,46575,2024-05-10 18:24:30,46.625
G03,1C,46579,2024-05-10 18:24:30,49.625
G04,1C,46583,2024-05-10 18:24:30,50.375
G06,1C,46587,2024-05-10 18:24:30,41.313
G09,1C,46591,2024-05-10 18:24:30,48.313
G17,1C,46595,2024-05-10 18:24:30,45.625
G19,1C,46599,2024-05-10 18:24:30,44.125
G21,1C,46603,2024-05-10 18:24:30,41.875
G31,1C,46607,2024-05-10 18:24:30,40.75
E04,1C,47419,2024-05-10 18:24:40,52.375
E10,1C,47423,2024-05-10 18:24:40,52.563
E11,1C,47427,2024-05-10 18:24:40,49.875
E12,1C,47431,2024-05-10 18:24:40,50.813
E19,1C,47435,2024-05-10 18:24:40,48.875
G02,1C,47359,2024-05-10 18:24:40,46.75
G03,1C,47363,2024-05-10 18:24:40,49.813
G04,1C,47367,2024-05-10 18:24:40,50.625
G06,1C,47371,2024-05-10 18:24:40,41.5
G09,1C,47375,2024-05-10 18:24:40,48.375
G17,1C,47379,2024-05-10 18:24:40,45.875
G19,1C,47383,2024-05-10 18:24:40,44.5
G21,1C,47387,2024-05-10 18:24:40,41.188
G31,1C,47391,2024-05-10 18:24:40,41.125
E04,1C,48203,2024-05-10 18:24:50,52.313
E10,1C,48207,2024-05-10 18:24:50,52.563
E11,1C,48211,2024-05-10 18:24:50,49.875
E12,1C,48215,2024-05-10 18:24:50,50.813
E19,1C,48219,2024-05-10 18:24:50,48.875
G02,1C,48143,2024-05-10 18:24:50,46.75
G03,1C,48147,2024-05-10 18:24:50,49.813
G04,1C,48151,2024-05-10 18:24:50,50.563
G06,1C,48155,2024-05-10 18:24:50,41.25
G09,1C,48159,2024-05-10 18:24:50,48.375
G17,1C,48163,2024-05-10 18:24:50,45.688
G19,1C,48167,2024-05-10 18:24:50,44.313
G21,1C,48171,2024-05-10 18:24:50,41.625
G31,1C,48175,2024-05-10 18:24:50,40.938
E04,1C,48983,2024-05-10 18:25:00,52.375
E09,1C,49611,2024-05-10 18:25:00,45.875
E10,1C,48987,2024-05-10 18:25:00,52.563
E11,1C,48991,2024-05-10 18:25:00,49.875
E12,1C,48995,2024-05-10 18:25:00,50.813
E19,1C,48999,2024-05-10 18:25:00,48.875
G02,1C,48923,2024-05-10 18:25:00,46.813
G03,1C,48927,2024-05-10 18:25:00,49.813
G04,1C,48931,2024-05-10 18:25:00,50.563
G06,1C,48935,2024-05-10 18:25:00,41.688
G09,1C,48939,2024-05-10 18:25:00,48.438
G17,1C,48943,2024-05-10 18:25:00,45.813
G19,1C,48947,2024-05-10 18:25:00,44.375
G21,1C,48951,2024-05-10 18:25:00,41.063
G31,1C,48955,2024-05-10 18:25:00,41.125
E04,1C,49775,2024-05-10 18:25:10,52.375
E09,1C,49779,2024-05-10 18:25:10,45.938
E10,1C,49783,2024-05-10 18:25:10,52.563
E11,1C,49787,2024-05-10 18:25:10,49.875
E12,1C,49791,2024-05-10 18:25:10,50.813
E19,1C,49795,2024-05-10 18:25:10,48.813
G02,1C,49715,2024-05-10 18:25:10,46.688
G03,1C,49719,2024-05-10 18:25:10,49.813
G04,1C,49723,2024-05-10 18:25:10,50.563
G06,1C,49727,2024-05-10 18:25:10,41.563
G09,1C,49731,2024-05-10 18:25:10,48.563
G17,1C,49735,2024-05-10 18:25:10,45.813
G19,1C,49739,2024-05-10 18:25:10,44.313
G21,1C,49743,2024-05-10 18:25:10,41.125
G31,1C,49747,2024-05-10 18:25:10,41.125
E04,1C,50591,2024-05-10 18:25:20,52.313
E09,1C,50595,2024-05-10 18:25:20,45.875
E10,1C,50599,2024-05-10 18:25:20,52.563
E11,1C,50603,2024-05-10 18:25:20,49.938
E12,1C,50607,2024-05-10 18:25:20,50.813
E19,1C,50611,2024-05-10 18:25:20,48.875
G02,1C,50535,2024-05-10 18:25:20,46.75
G03,1C,50539,2024-05-10 18:25:20,49.813
G04,1C,50543,2024-05-10 18:25:20,50.563
G06,1C,50547,2024-05-10 18:25:20,41.563
G09,1C,50551,2024-05-10 18:25:20,48.563
G17,1C,50555,2024-05-10 18:25:20,45.938
G19,1C,50559,2024-05-10 18:25:20,44.375
G21,1C,50643,2024-05-10 18:25:20,45.875
G31,1C,50563,2024-05-10 18:25:20,41.125
E04,1C,51419,2024-05-10 18:25:30,52.25
E09,1C,51423,2024-05-10 18:25:30,45.75
E10,1C,51427,2024-05-10 18:25:30,52.438
E11,1C,51431,2024-05-10 18:25:30,49.75
E12,1C,51435,2024-05-10 18:25:30,50.688
E19,1C,51439,2024-05-10 18:25:30,48.688
G02,1C,51363,2024-05-10 18:25:30,46.625
G03,1C,51367,2024-05-10 18:25:30,49.625
G04,1C,51371,2024-05-10 18:25:30,50.375
G06,1C,51375,2024-05-10 18:25:30,41.688
G09,1C,51379,2024-05-10 18:25:30,48.375
G17,1C,51383,2024-05-10 18:25:30,45.438
G19,1C,51387,2024-05-10 18:25:30,44.125
G21,1C,51471,2024-05-10 18:25:30,37.563
G31,1C,51391,2024-05-10 18:25:30,40.875
E04,1C,52239,2024-05-10 18:25:40,52.313
E09,1C,52243,2024-05-10 18:25:40,45.875
E10,1C,52247,2024-05-10 18:25:40,52.563
E11,1C,52251,2024-05-10 18:25:40,49.875
E12,1C,52255,2024-05-10 18:25:40,50.813
E19,1C,52259,2024-05-10 18:25:40,48.813
G02,1C,52183,2024-05-10 18:25:40,46.688
G03,1C,52187,2024-05-10 18:25:40,49.75
G04,1C,52191,2024-05-10 18:25:40,50.563
G06,1C,52195,2024-05-10 18:25:40,41.75
G09,1C,52199,2024-05-10 18:25:40,48.563
G17,1C,52203,2024-05-10 18:25:40,45.938
G19,1C,52207,2024-05-10 18:25:40,44.25
G21,1C,52531,2024-05-10 18:25:40,43.938
G31,1C,52211,2024-05-10 18:25:40,41.125
E04,1C,53051,2024-05-10 18:25:50,52.375
E09,1C,53055,2024-05-10 18:25:50,45.938
E10,1C,53059,2024-05-10 18:25:50,52.625
